schedule_id,seed,subject_id,session_id,trial_order,object_order,object_id,repetition,condition_position,condition,trial_id
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,46,6,mouse,2,2,I,P05_T46
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,47,6,mouse,2,3,I_G,P05_T47
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P05,P05_S2,48,6,mouse,2,4,I_H,P05_T48
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,1,1,cup,1,1,I_H,P06_T01
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,2,1,cup,1,2,I_G,P06_T02
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,3,1,cup,1,3,I,P06_T03
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,4,1,cup,1,4,I_H_G,P06_T04
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,5,1,cup,2,1,I_H_G,P06_T05
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,6,1,cup,2,2,I,P06_T06
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,7,1,cup,2,3,I_G,P06_T07
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,8,1,cup,2,4,I_H,P06_T08
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,9,2,apple,1,1,I_G,P06_T09
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,10,2,apple,1,2,I_H_G,P06_T10
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,11,2,apple,1,3,I_H,P06_T11
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,12,2,apple,1,4,I,P06_T12
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,13,2,apple,2,1,I,P06_T13
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,14,2,apple,2,2,I_H,P06_T14
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,15,2,apple,2,3,I_H_G,P06_T15
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,16,2,apple,2,4,I_G,P06_T16
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,17,3,banana,1,1,I_H_G,P06_T17
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,18,3,banana,1,2,I,P06_T18
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,19,3,banana,1,3,I_G,P06_T19
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,20,3,banana,1,4,I_H,P06_T20
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,21,3,banana,2,1,I_H,P06_T21
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,22,3,banana,2,2,I_G,P06_T22
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,23,3,banana,2,3,I,P06_T23
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S1,24,3,banana,2,4,I_H_G,P06_T24
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,25,4,mouse,1,1,I,P06_T25
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,26,4,mouse,1,2,I_H,P06_T26
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,27,4,mouse,1,3,I_H_G,P06_T27
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,28,4,mouse,1,4,I_G,P06_T28
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,29,4,mouse,2,1,I_G,P06_T29
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,30,4,mouse,2,2,I_H_G,P06_T30
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,31,4,mouse,2,3,I_H,P06_T31
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,32,4,mouse,2,4,I,P06_T32
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,33,5,bottle,1,1,I_H,P06_T33
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,34,5,bottle,1,2,I_G,P06_T34
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,35,5,bottle,1,3,I,P06_T35
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,36,5,bottle,1,4,I_H_G,P06_T36
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,37,5,bottle,2,1,I_H_G,P06_T37
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,38,5,bottle,2,2,I,P06_T38
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,39,5,bottle,2,3,I_G,P06_T39
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,40,5,bottle,2,4,I_H,P06_T40
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,41,6,scissors,1,1,I_G,P06_T41
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,42,6,scissors,1,2,I_H_G,P06_T42
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,43,6,scissors,1,3,I_H,P06_T43
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,44,6,scissors,1,4,I,P06_T44
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,45,6,scissors,2,1,I,P06_T45
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,46,6,scissors,2,2,I_H,P06_T46
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,47,6,scissors,2,3,I_H_G,P06_T47
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P06,P06_S2,48,6,scissors,2,4,I_G,P06_T48
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,1,1,cup,1,1,I_G,P07_T01
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,2,1,cup,1,2,I_H_G,P07_T02
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,3,1,cup,1,3,I_H,P07_T03
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,4,1,cup,1,4,I,P07_T04
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,5,1,cup,2,1,I,P07_T05
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,6,1,cup,2,2,I_H,P07_T06
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,7,1,cup,2,3,I_H_G,P07_T07
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,8,1,cup,2,4,I_G,P07_T08
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,9,2,mouse,1,1,I_H_G,P07_T09
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,10,2,mouse,1,2,I,P07_T10
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,11,2,mouse,1,3,I_G,P07_T11
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,12,2,mouse,1,4,I_H,P07_T12
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,13,2,mouse,2,1,I_H,P07_T13
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,14,2,mouse,2,2,I_G,P07_T14
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,15,2,mouse,2,3,I,P07_T15
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,16,2,mouse,2,4,I_H_G,P07_T16
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,17,3,apple,1,1,I,P07_T17
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,18,3,apple,1,2,I_H,P07_T18
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,19,3,apple,1,3,I_H_G,P07_T19
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,20,3,apple,1,4,I_G,P07_T20
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,21,3,apple,2,1,I_G,P07_T21
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,22,3,apple,2,2,I_H_G,P07_T22
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,23,3,apple,2,3,I_H,P07_T23
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S1,24,3,apple,2,4,I,P07_T24
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,25,4,banana,1,1,I_H,P07_T25
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,26,4,banana,1,2,I_G,P07_T26
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,27,4,banana,1,3,I,P07_T27
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,28,4,banana,1,4,I_H_G,P07_T28
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,29,4,banana,2,1,I_H_G,P07_T29
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,30,4,banana,2,2,I,P07_T30
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,31,4,banana,2,3,I_G,P07_T31
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,32,4,banana,2,4,I_H,P07_T32
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,33,5,scissors,1,1,I_G,P07_T33
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,34,5,scissors,1,2,I_H_G,P07_T34
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,35,5,scissors,1,3,I_H,P07_T35
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,36,5,scissors,1,4,I,P07_T36
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,37,5,scissors,2,1,I,P07_T37
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,38,5,scissors,2,2,I_H,P07_T38
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,39,5,scissors,2,3,I_H_G,P07_T39
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,40,5,scissors,2,4,I_G,P07_T40
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,41,6,bottle,1,1,I_H_G,P07_T41
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,42,6,bottle,1,2,I,P07_T42
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,43,6,bottle,1,3,I_G,P07_T43
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,44,6,bottle,1,4,I_H,P07_T44
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,45,6,bottle,2,1,I_H,P07_T45
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,46,6,bottle,2,2,I_G,P07_T46
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,47,6,bottle,2,3,I,P07_T47
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P07,P07_S2,48,6,bottle,2,4,I_H_G,P07_T48
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,1,1,mouse,1,1,I_H_G,P08_T01
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,2,1,mouse,1,2,I,P08_T02
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,3,1,mouse,1,3,I_G,P08_T03
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,4,1,mouse,1,4,I_H,P08_T04
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,5,1,mouse,2,1,I_H,P08_T05
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,6,1,mouse,2,2,I_G,P08_T06
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,7,1,mouse,2,3,I,P08_T07
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,8,1,mouse,2,4,I_H_G,P08_T08
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,9,2,banana,1,1,I,P08_T09
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,10,2,banana,1,2,I_H,P08_T10
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,11,2,banana,1,3,I_H_G,P08_T11
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,12,2,banana,1,4,I_G,P08_T12
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,13,2,banana,2,1,I_G,P08_T13
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,14,2,banana,2,2,I_H_G,P08_T14
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,15,2,banana,2,3,I_H,P08_T15
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,16,2,banana,2,4,I,P08_T16
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,17,3,cup,1,1,I_H,P08_T17
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,18,3,cup,1,2,I_G,P08_T18
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,19,3,cup,1,3,I,P08_T19
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,20,3,cup,1,4,I_H_G,P08_T20
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,21,3,cup,2,1,I_H_G,P08_T21
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,22,3,cup,2,2,I,P08_T22
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,23,3,cup,2,3,I_G,P08_T23
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S1,24,3,cup,2,4,I_H,P08_T24
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,25,4,apple,1,1,I_G,P08_T25
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,26,4,apple,1,2,I_H_G,P08_T26
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,27,4,apple,1,3,I_H,P08_T27
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,28,4,apple,1,4,I,P08_T28
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,29,4,apple,2,1,I,P08_T29
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,30,4,apple,2,2,I_H,P08_T30
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,31,4,apple,2,3,I_H_G,P08_T31
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,32,4,apple,2,4,I_G,P08_T32
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,33,5,scissors,1,1,I_H_G,P08_T33
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,34,5,scissors,1,2,I,P08_T34
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,35,5,scissors,1,3,I_G,P08_T35
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,36,5,scissors,1,4,I_H,P08_T36
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,37,5,scissors,2,1,I_H,P08_T37
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,38,5,scissors,2,2,I_G,P08_T38
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,39,5,scissors,2,3,I,P08_T39
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,40,5,scissors,2,4,I_H_G,P08_T40
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,41,6,bottle,1,1,I,P08_T41
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,42,6,bottle,1,2,I_H,P08_T42
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,43,6,bottle,1,3,I_H_G,P08_T43
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,44,6,bottle,1,4,I_G,P08_T44
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,45,6,bottle,2,1,I_G,P08_T45
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,46,6,bottle,2,2,I_H_G,P08_T46
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,47,6,bottle,2,3,I_H,P08_T47
MECH-D-26-00641-ABLATION-v1-seed260641,260641,P08,P08_S2,48,6,bottle,2,4,I,P08_T48
